date;heure;NO2;O3
;;microg/m3;microg/m3
25/02/2016;12;40;30
25/02/2016;13;33;41
25/02/2016;14;27;53
25/02/2016;15;28;53
25/02/2016;16;29;53
25/02/2016;17;29;54
25/02/2016;18;36;45
25/02/2016;19;33;48
25/02/2016;20;32;48
25/02/2016;21;51;26
25/02/2016;22;82;8
25/02/2016;23;93;5
25/02/2016;24;87;4
26/02/2016;1;82;3
26/02/2016;2;85;3
26/02/2016;3;80;3
26/02/2016;4;86;3
26/02/2016;5;79;3
26/02/2016;6;79;3
26/02/2016;7;78;3
26/02/2016;8;76;3
26/02/2016;9;73;6
26/02/2016;10;73;9
26/02/2016;11;43;33
26/02/2016;12;25;52
26/02/2016;13;17;63
26/02/2016;14;20;65
26/02/2016;15;21;65
26/02/2016;16;23;60
26/02/2016;17;32;52
26/02/2016;18;37;46
26/02/2016;19;45;39
26/02/2016;20;53;30
26/02/2016;21;56;25
26/02/2016;22;55;23
26/02/2016;23;40;34
26/02/2016;24;34;40
27/02/2016;1;25;44
27/02/2016;2;24;43
27/02/2016;3;23;40
27/02/2016;4;21;38
27/02/2016;5;21;37
27/02/2016;6;25;30
27/02/2016;7;30;21
27/02/2016;8;29;22
27/02/2016;9;25;28
27/02/2016;10;21;33
27/02/2016;11;19;40
27/02/2016;12;16;47
27/02/2016;13;16;51
27/02/2016;14;16;55
27/02/2016;15;16;60
27/02/2016;16;17;62
27/02/2016;17;26;52
27/02/2016;18;33;45
27/02/2016;19;46;30
27/02/2016;20;48;23
27/02/2016;21;36;33
27/02/2016;22;34;35
27/02/2016;23;33;36
27/02/2016;24;36;33
28/02/2016;1;35;29
28/02/2016;2;30;32
28/02/2016;3;25;34
28/02/2016;4;25;32
28/02/2016;5;23;32
28/02/2016;6;23;30
28/02/2016;7;27;26
28/02/2016;8;25;29
28/02/2016;9;19;37
28/02/2016;10;17;44
28/02/2016;11;18;50
28/02/2016;12;20;54
28/02/2016;13;20;57
28/02/2016;14;18;64
28/02/2016;15;19;63
28/02/2016;16;21;62
28/02/2016;17;25;58
28/02/2016;18;26;57
28/02/2016;19;25;57
28/02/2016;20;27;54
28/02/2016;21;26;53
28/02/2016;22;23;54
28/02/2016;23;20;55
28/02/2016;24;20;53
29/02/2016;1;18;52
29/02/2016;2;15;53
29/02/2016;3;17;50
29/02/2016;4;16;49
29/02/2016;5;19;47
29/02/2016;6;28;38
29/02/2016;7;34;32
29/02/2016;8;38;30
29/02/2016;9;33;38
29/02/2016;10;28;45
29/02/2016;11;21;58
29/02/2016;12;19;63
29/02/2016;13;19;64
29/02/2016;14;20;65
29/02/2016;15;22;63
29/02/2016;16;27;56
29/02/2016;17;31;52
29/02/2016;18;42;38
29/02/2016;19;47;34
29/02/2016;20;44;36
29/02/2016;21;36;40
29/02/2016;22;34;38
29/02/2016;23;31;39
29/02/2016;24;33;34
01/03/2016;1;34;30
01/03/2016;2;42;21
01/03/2016;3;30;32
01/03/2016;4;46;17
01/03/2016;5;42;22
01/03/2016;6;62;7
01/03/2016;7;70;2
01/03/2016;8;65;6
01/03/2016;9;61;11
01/03/2016;10;54;22
01/03/2016;11;46;28
01/03/2016;12;40;37
01/03/2016;13;41;36
01/03/2016;14;39;36
01/03/2016;15;41;31
01/03/2016;16;44;24
01/03/2016;17;43;24
01/03/2016;18;43;22
01/03/2016;19;38;25
01/03/2016;20;33;25
01/03/2016;21;25;33
01/03/2016;22;24;36
01/03/2016;23;21;39
01/03/2016;24;19;43
02/03/2016;1;12;50
02/03/2016;2;12;52
02/03/2016;3;15;46
02/03/2016;4;11;56
02/03/2016;5;13;63
02/03/2016;6;26;52
02/03/2016;7;31;50
02/03/2016;8;40;45
02/03/2016;9;32;55
02/03/2016;10;26;60
02/03/2016;11;15;70
02/03/2016;12;12;73
02/03/2016;13;n/d;n/d
02/03/2016;14;13;n/d
02/03/2016;15;16;65
02/03/2016;16;20;65
02/03/2016;17;29;58
02/03/2016;18;32;48
02/03/2016;19;32;44
02/03/2016;20;31;44
02/03/2016;21;26;49
02/03/2016;22;20;54
02/03/2016;23;24;49
02/03/2016;24;15;59
03/03/2016;1;13;60
03/03/2016;2;11;60
03/03/2016;3;9;64
03/03/2016;4;10;62
03/03/2016;5;13;59
03/03/2016;6;22;52
03/03/2016;7;36;37
03/03/2016;8;36;38
03/03/2016;9;27;49
03/03/2016;10;20;53
03/03/2016;11;20;55
03/03/2016;12;23;54
03/03/2016;13;21;58
03/03/2016;14;18;61
03/03/2016;15;18;62
03/03/2016;16;23;59
03/03/2016;17;26;55
03/03/2016;18;34;42
03/03/2016;19;82;8
03/03/2016;20;104;2
03/03/2016;21;91;3
03/03/2016;22;68;9
03/03/2016;23;40;24
03/03/2016;24;30;31
04/03/2016;1;20;40
04/03/2016;2;14;47
04/03/2016;3;13;47
04/03/2016;4;17;44
04/03/2016;5;26;38
04/03/2016;6;45;20
04/03/2016;7;52;13
04/03/2016;8;53;18
04/03/2016;9;32;51
04/03/2016;10;40;44
04/03/2016;11;40;48
04/03/2016;12;32;55
04/03/2016;13;25;59
04/03/2016;14;22;64
04/03/2016;15;27;60
04/03/2016;16;34;52
04/03/2016;17;40;44
04/03/2016;18;59;25
04/03/2016;19;66;16
04/03/2016;20;85;2
04/03/2016;21;63;17
04/03/2016;22;27;51
04/03/2016;23;25;55
04/03/2016;24;27;50
05/03/2016;1;28;40
05/03/2016;2;38;30
05/03/2016;3;18;53
05/03/2016;4;26;44
05/03/2016;5;25;37
05/03/2016;6;28;39
05/03/2016;7;23;47
05/03/2016;8;28;40
05/03/2016;9;32;40
05/03/2016;10;31;44
05/03/2016;11;28;50
05/03/2016;12;20;61
05/03/2016;13;17;65
05/03/2016;14;18;66
05/03/2016;15;20;65
05/03/2016;16;23;59
05/03/2016;17;30;52
05/03/2016;18;37;39
05/03/2016;19;43;33
05/03/2016;20;38;38
05/03/2016;21;32;40
05/03/2016;22;27;41
05/03/2016;23;23;45
05/03/2016;24;21;45
06/03/2016;1;21;45
06/03/2016;2;19;47
06/03/2016;3;17;49
06/03/2016;4;17;49
06/03/2016;5;17;48
06/03/2016;6;19;45
06/03/2016;7;21;44
06/03/2016;8;21;45
06/03/2016;9;18;51
06/03/2016;10;15;59
06/03/2016;11;12;66
06/03/2016;12;12;71
06/03/2016;13;14;69
06/03/2016;14;15;69
06/03/2016;15;16;71
06/03/2016;16;17;71
06/03/2016;17;29;59
06/03/2016;18;36;50
06/03/2016;19;26;59
06/03/2016;20;44;40
06/03/2016;21;61;22
06/03/2016;22;29;52
06/03/2016;23;28;50
06/03/2016;24;32;38
07/03/2016;1;25;48
07/03/2016;2;16;60
07/03/2016;3;23;43
07/03/2016;4;22;43
07/03/2016;5;16;49
07/03/2016;6;25;40
07/03/2016;7;41;24
07/03/2016;8;48;16
07/03/2016;9;47;28
07/03/2016;10;44;33
07/03/2016;11;29;47
07/03/2016;12;26;53
07/03/2016;13;26;53
07/03/2016;14;26;53
07/03/2016;15;27;53
07/03/2016;16;30;50
07/03/2016;17;34;49
07/03/2016;18;36;45
07/03/2016;19;37;41
07/03/2016;20;44;33
07/03/2016;21;38;36
07/03/2016;22;33;38
07/03/2016;23;30;37
07/03/2016;24;31;35
08/03/2016;1;23;43
08/03/2016;2;21;42
08/03/2016;3;20;42
08/03/2016;4;20;40
08/03/2016;5;26;33
08/03/2016;6;41;20
08/03/2016;7;59;5
08/03/2016;8;62;8
08/03/2016;9;57;14
08/03/2016;10;56;15
08/03/2016;11;38;37
08/03/2016;12;27;52
08/03/2016;13;20;61
08/03/2016;14;23;60
08/03/2016;15;19;63
08/03/2016;16;21;63
08/03/2016;17;30;56
08/03/2016;18;40;49
08/03/2016;19;59;29
08/03/2016;20;68;20
08/03/2016;21;64;20
08/03/2016;22;46;32
08/03/2016;23;32;44
08/03/2016;24;31;41
09/03/2016;1;24;49
09/03/2016;2;17;57
09/03/2016;3;15;57
09/03/2016;4;15;54
09/03/2016;5;17;52
09/03/2016;6;21;48
09/03/2016;7;24;45
09/03/2016;8;28;41
09/03/2016;9;27;41
09/03/2016;10;26;41
09/03/2016;11;26;41
09/03/2016;12;25;41
09/03/2016;13;26;38
09/03/2016;14;29;35
09/03/2016;15;27;40
09/03/2016;16;32;47
09/03/2016;17;31;47
09/03/2016;18;44;35
09/03/2016;19;45;32
09/03/2016;20;42;34
09/03/2016;21;29;45
09/03/2016;22;27;44
09/03/2016;23;28;41
09/03/2016;24;30;35
10/03/2016;1;31;32
10/03/2016;2;26;33
10/03/2016;3;18;43
10/03/2016;4;20;39
10/03/2016;5;23;34
10/03/2016;6;35;21
10/03/2016;7;49;8
10/03/2016;8;54;5
10/03/2016;9;57;3
10/03/2016;10;57;5
10/03/2016;11;52;15
10/03/2016;12;33;42
10/03/2016;13;32;45
10/03/2016;14;39;37
10/03/2016;15;45;29
10/03/2016;16;53;24
10/03/2016;17;54;22
10/03/2016;18;47;23
10/03/2016;19;37;29
10/03/2016;20;32;32
10/03/2016;21;34;32
10/03/2016;22;29;36
10/03/2016;23;30;31
10/03/2016;24;31;26
11/03/2016;1;30;28
11/03/2016;2;30;31
11/03/2016;3;33;24
11/03/2016;4;35;16
11/03/2016;5;40;9
11/03/2016;6;49;1
11/03/2016;7;53;3
11/03/2016;8;51;6
11/03/2016;9;49;12
11/03/2016;10;48;17
11/03/2016;11;43;28
11/03/2016;12;32;51
11/03/2016;13;25;69
11/03/2016;14;19;78
11/03/2016;15;23;72
11/03/2016;16;26;69
11/03/2016;17;24;79
11/03/2016;18;31;69
11/03/2016;19;31;66
11/03/2016;20;44;46
11/03/2016;21;44;40
11/03/2016;22;46;35
11/03/2016;23;49;27
11/03/2016;24;42;32
12/03/2016;1;49;24
12/03/2016;2;61;13
12/03/2016;3;63;8
12/03/2016;4;47;19
12/03/2016;5;40;24
12/03/2016;6;57;7
12/03/2016;7;59;5
12/03/2016;8;52;14
12/03/2016;9;46;22
12/03/2016;10;42;30
12/03/2016;11;27;50
12/03/2016;12;16;71
12/03/2016;13;13;81
12/03/2016;14;13;87
12/03/2016;15;16;83
12/03/2016;16;15;84
12/03/2016;17;18;82
12/03/2016;18;23;75
12/03/2016;19;36;57
12/03/2016;20;47;45
12/03/2016;21;44;47
12/03/2016;22;40;46
12/03/2016;23;45;35
12/03/2016;24;45;28
13/03/2016;1;40;28
13/03/2016;2;33;28
13/03/2016;3;30;25
13/03/2016;4;27;24
13/03/2016;5;29;22
13/03/2016;6;31;20
13/03/2016;7;31;21
13/03/2016;8;25;29
13/03/2016;9;20;39
13/03/2016;10;13;54
13/03/2016;11;10;61
13/03/2016;12;10;67
13/03/2016;13;11;72
13/03/2016;14;14;72
13/03/2016;15;13;77
13/03/2016;16;14;78
13/03/2016;17;15;77
13/03/2016;18;27;59
13/03/2016;19;34;47
13/03/2016;20;35;41
13/03/2016;21;35;37
13/03/2016;22;33;36
13/03/2016;23;28;37
13/03/2016;24;27;36
14/03/2016;1;21;43
14/03/2016;2;16;49
14/03/2016;3;16;48
14/03/2016;4;15;47
14/03/2016;5;19;41
14/03/2016;6;32;28
14/03/2016;7;41;19
14/03/2016;8;37;25
14/03/2016;9;23;38
14/03/2016;10;18;44
14/03/2016;11;18;46
14/03/2016;12;17;50
14/03/2016;13;15;56
14/03/2016;14;19;57
14/03/2016;15;18;60
14/03/2016;16;21;60
14/03/2016;17;26;55
14/03/2016;18;31;51
14/03/2016;19;42;39
14/03/2016;20;58;24
14/03/2016;21;57;25
14/03/2016;22;43;34
14/03/2016;23;42;32
14/03/2016;24;33;37
15/03/2016;1;28;38
15/03/2016;2;24;39
15/03/2016;3;26;36
15/03/2016;4;26;35
15/03/2016;5;30;29
15/03/2016;6;50;12
15/03/2016;7;65;3
15/03/2016;8;65;7
15/03/2016;9;58;13
15/03/2016;10;55;17
15/03/2016;11;46;24
15/03/2016;12;38;36
15/03/2016;13;24;60
15/03/2016;14;23;61
15/03/2016;15;26;58
15/03/2016;16;28;56
15/03/2016;17;34;52
15/03/2016;18;41;43
15/03/2016;19;45;34
15/03/2016;20;49;26
15/03/2016;21;38;31
15/03/2016;22;41;23
15/03/2016;23;29;31
15/03/2016;24;17;45
16/03/2016;1;14;52
16/03/2016;2;18;44
16/03/2016;3;26;23
16/03/2016;4;26;19
16/03/2016;5;31;11
16/03/2016;6;41;3
16/03/2016;7;42;3
16/03/2016;8;34;14
16/03/2016;9;27;26
16/03/2016;10;21;40
16/03/2016;11;18;52
16/03/2016;12;17;58
16/03/2016;13;15;63
16/03/2016;14;18;61
16/03/2016;15;19;61
16/03/2016;16;20;64
16/03/2016;17;24;61
16/03/2016;18;23;59
16/03/2016;19;22;57
16/03/2016;20;23;54
16/03/2016;21;22;52
16/03/2016;22;21;53
16/03/2016;23;23;48
16/03/2016;24;23;46
17/03/2016;1;19;48
17/03/2016;2;19;46
17/03/2016;3;19;42
17/03/2016;4;21;40
17/03/2016;5;24;35
17/03/2016;6;39;19
17/03/2016;7;50;11
17/03/2016;8;46;16
17/03/2016;9;36;27
17/03/2016;10;28;35
17/03/2016;11;28;39
17/03/2016;12;28;46
17/03/2016;13;25;54
17/03/2016;14;26;61
17/03/2016;15;30;60
17/03/2016;16;36;54
17/03/2016;17;33;59
17/03/2016;18;40;50
17/03/2016;19;51;32
17/03/2016;20;59;26
17/03/2016;21;58;27
17/03/2016;22;63;16
17/03/2016;23;53;18
17/03/2016;24;49;19
18/03/2016;1;46;20
18/03/2016;2;40;19
18/03/2016;3;36;17
18/03/2016;4;36;15
18/03/2016;5;37;12
18/03/2016;6;45;3
18/03/2016;7;47;4
18/03/2016;8;44;8
18/03/2016;9;36;14
18/03/2016;10;32;19
18/03/2016;11;31;24
18/03/2016;12;29;34
18/03/2016;13;30;36
18/03/2016;14;31;40
18/03/2016;15;33;39
18/03/2016;16;34;38
18/03/2016;17;41;33
18/03/2016;18;44;30
18/03/2016;19;52;22
18/03/2016;20;54;19
18/03/2016;21;60;10
18/03/2016;22;41;21
18/03/2016;23;30;27
18/03/2016;24;23;35
19/03/2016;1;20;39
19/03/2016;2;16;44
19/03/2016;3;12;47
19/03/2016;4;14;43
19/03/2016;5;14;41
19/03/2016;6;14;45
19/03/2016;7;14;45
19/03/2016;8;18;38
19/03/2016;9;23;28
19/03/2016;10;22;29
19/03/2016;11;23;28
19/03/2016;12;23;30
19/03/2016;13;23;35
19/03/2016;14;22;38
19/03/2016;15;22;47
19/03/2016;16;19;55
19/03/2016;17;24;51
19/03/2016;18;19;55
19/03/2016;19;20;53
19/03/2016;20;24;47
19/03/2016;21;21;50
19/03/2016;22;17;55
19/03/2016;23;13;59
19/03/2016;24;13;60
20/03/2016;1;12;60
20/03/2016;2;13;56
20/03/2016;3;12;56
20/03/2016;4;10;59
20/03/2016;5;10;58
20/03/2016;6;14;54
20/03/2016;7;15;52
20/03/2016;8;11;57
20/03/2016;9;12;56
20/03/2016;10;14;54
20/03/2016;11;11;58
20/03/2016;12;15;57
20/03/2016;13;14;57
20/03/2016;14;16;55
20/03/2016;15;18;56
20/03/2016;16;21;52
20/03/2016;17;21;50
20/03/2016;18;26;45
20/03/2016;19;28;46
20/03/2016;20;32;42
20/03/2016;21;28;46
20/03/2016;22;27;46
20/03/2016;23;30;43
20/03/2016;24;26;44
21/03/2016;1;22;45
21/03/2016;2;16;57
21/03/2016;3;13;62
21/03/2016;4;15;58
21/03/2016;5;26;42
21/03/2016;6;41;27
21/03/2016;7;35;36
21/03/2016;8;43;30
21/03/2016;9;36;42
21/03/2016;10;28;50
21/03/2016;11;25;58
21/03/2016;12;22;64
21/03/2016;13;22;66
21/03/2016;14;23;64
21/03/2016;15;26;63
21/03/2016;16;25;66
21/03/2016;17;30;62
21/03/2016;18;35;55
21/03/2016;19;34;55
21/03/2016;20;35;56
21/03/2016;21;39;51
21/03/2016;22;46;45
21/03/2016;23;49;40
21/03/2016;24;48;40
22/03/2016;1;34;48
22/03/2016;2;32;48
22/03/2016;3;26;48
22/03/2016;4;25;42
22/03/2016;5;26;35
22/03/2016;6;36;21
22/03/2016;7;48;12
22/03/2016;8;41;24
22/03/2016;9;35;40
22/03/2016;10;23;58
22/03/2016;11;20;67
22/03/2016;12;16;73
22/03/2016;13;12;82
22/03/2016;14;13;82
22/03/2016;15;14;85
22/03/2016;16;15;85
22/03/2016;17;19;81
22/03/2016;18;25;74
22/03/2016;19;36;58
22/03/2016;20;49;43
22/03/2016;21;57;32
22/03/2016;22;48;31
22/03/2016;23;42;35
22/03/2016;24;39;34
23/03/2016;1;31;38
23/03/2016;2;27;35
23/03/2016;3;24;34
23/03/2016;4;24;31
23/03/2016;5;25;28
23/03/2016;6;30;23
23/03/2016;7;32;27
23/03/2016;8;43;22
23/03/2016;9;32;39
23/03/2016;10;29;51
23/03/2016;11;27;53
23/03/2016;12;25;59
23/03/2016;13;23;62
23/03/2016;14;28;58
23/03/2016;15;28;58
23/03/2016;16;28;60
23/03/2016;17;28;59
23/03/2016;18;36;48
23/03/2016;19;48;33
23/03/2016;20;42;36
23/03/2016;21;32;45
23/03/2016;22;27;48
23/03/2016;23;33;41
23/03/2016;24;41;31
24/03/2016;1;31;36
24/03/2016;2;23;44
24/03/2016;3;22;48
24/03/2016;4;23;47
24/03/2016;5;23;48
24/03/2016;6;33;40
24/03/2016;7;56;22
24/03/2016;8;68;19
24/03/2016;9;66;29
24/03/2016;10;56;34
24/03/2016;11;44;50
24/03/2016;12;24;75
24/03/2016;13;24;71
24/03/2016;14;27;65
24/03/2016;15;26;65
24/03/2016;16;24;65
24/03/2016;17;29;59
24/03/2016;18;34;51
24/03/2016;19;47;38
24/03/2016;20;42;41
24/03/2016;21;41;40
24/03/2016;22;36;41
24/03/2016;23;35;39
24/03/2016;24;28;44
25/03/2016;1;23;49
25/03/2016;2;18;51
25/03/2016;3;18;50
25/03/2016;4;20;44
25/03/2016;5;24;38
25/03/2016;6;38;29
25/03/2016;7;43;28
25/03/2016;8;43;27
25/03/2016;9;43;27
25/03/2016;10;40;29
25/03/2016;11;32;35
25/03/2016;12;24;42
25/03/2016;13;29;34
25/03/2016;14;24;41
25/03/2016;15;23;50
25/03/2016;16;22;62
25/03/2016;17;25;55
25/03/2016;18;43;36
25/03/2016;19;58;18
25/03/2016;20;64;9
25/03/2016;21;69;3
25/03/2016;22;71;2
25/03/2016;23;57;10
25/03/2016;24;52;13
26/03/2016;1;41;20
26/03/2016;2;35;18
26/03/2016;3;45;13
26/03/2016;4;41;9
26/03/2016;5;32;9
26/03/2016;6;33;21
26/03/2016;7;36;30
26/03/2016;8;n/d;n/d
26/03/2016;9;n/d;n/d
26/03/2016;10;n/d;n/d
26/03/2016;11;n/d;n/d
26/03/2016;12;n/d;n/d
26/03/2016;13;17;60
26/03/2016;14;21;55
26/03/2016;15;21;55
26/03/2016;16;21;58
26/03/2016;17;25;59
26/03/2016;18;30;51
26/03/2016;19;35;43
26/03/2016;20;34;43
26/03/2016;21;23;52
26/03/2016;22;23;50
26/03/2016;23;16;56
26/03/2016;24;12;81
27/03/2016;1;13;81
27/03/2016;2;12;79
27/03/2016;3;11;81
27/03/2016;4;13;80
27/03/2016;5;18;71
27/03/2016;6;16;72
27/03/2016;7;16;71
27/03/2016;8;13;69
27/03/2016;9;10;68
27/03/2016;10;10;67
27/03/2016;11;12;65
27/03/2016;12;10;70
27/03/2016;13;10;71
27/03/2016;14;12;68
27/03/2016;15;15;65
27/03/2016;16;15;66
27/03/2016;17;13;67
27/03/2016;18;21;61
27/03/2016;19;27;53
27/03/2016;20;28;48
27/03/2016;21;22;52
27/03/2016;22;16;65
27/03/2016;23;12;65
27/03/2016;24;10;66
28/03/2016;1;8;70
28/03/2016;2;6;73
28/03/2016;3;8;75
28/03/2016;4;7;68
28/03/2016;5;8;68
28/03/2016;6;10;65
28/03/2016;7;8;67
28/03/2016;8;9;65
28/03/2016;9;9;70
28/03/2016;10;9;68
28/03/2016;11;10;68
28/03/2016;12;9;69
28/03/2016;13;8;74
28/03/2016;14;11;71
28/03/2016;15;10;70
28/03/2016;16;12;70
28/03/2016;17;14;70
28/03/2016;18;24;57
28/03/2016;19;26;52
28/03/2016;20;26;51
28/03/2016;21;13;69
28/03/2016;22;16;65
28/03/2016;23;13;65
28/03/2016;24;9;72
29/03/2016;1;9;70
29/03/2016;2;8;68
29/03/2016;3;10;66
29/03/2016;4;16;58
29/03/2016;5;35;39
29/03/2016;6;51;23
29/03/2016;7;56;17
29/03/2016;8;44;31
29/03/2016;9;30;46
29/03/2016;10;17;61
29/03/2016;11;15;64
29/03/2016;12;14;70
29/03/2016;13;16;68
29/03/2016;14;17;71
29/03/2016;15;24;60
29/03/2016;16;41;39
29/03/2016;17;40;37
29/03/2016;18;45;33
29/03/2016;19;44;31
29/03/2016;20;29;43
29/03/2016;21;26;46
29/03/2016;22;20;49
29/03/2016;23;16;53
29/03/2016;24;14;53
30/03/2016;1;12;53
30/03/2016;2;11;57
30/03/2016;3;13;55
30/03/2016;4;19;47
30/03/2016;5;33;35
30/03/2016;6;55;16
30/03/2016;7;65;9
30/03/2016;8;51;20
30/03/2016;9;n/d;n/d
30/03/2016;10;25;n/d
30/03/2016;11;24;57
30/03/2016;12;21;61
30/03/2016;13;31;55
30/03/2016;14;40;46
30/03/2016;15;62;26
30/03/2016;16;60;26
30/03/2016;17;63;23
30/03/2016;18;54;34
30/03/2016;19;38;50
30/03/2016;20;37;52
30/03/2016;21;33;53
30/03/2016;22;37;44
30/03/2016;23;24;54
30/03/2016;24;18;57
31/03/2016;1;13;61
31/03/2016;2;12;62
31/03/2016;3;11;67
31/03/2016;4;15;61
31/03/2016;5;23;53
31/03/2016;6;33;40
31/03/2016;7;43;30
31/03/2016;8;43;32
31/03/2016;9;41;36
31/03/2016;10;33;42
31/03/2016;11;29;48
31/03/2016;12;29;46
31/03/2016;13;32;44
31/03/2016;14;34;43
31/03/2016;15;37;41
31/03/2016;16;44;36
31/03/2016;17;34;49
31/03/2016;18;45;36
31/03/2016;19;41;39
31/03/2016;20;35;41
31/03/2016;21;32;43
31/03/2016;22;37;32
31/03/2016;23;27;43
31/03/2016;24;27;40
01/04/2016;1;25;40
01/04/2016;2;21;46
01/04/2016;3;23;41
01/04/2016;4;28;34
01/04/2016;5;28;35
01/04/2016;6;38;25
01/04/2016;7;42;21
01/04/2016;8;44;19
01/04/2016;9;40;23
01/04/2016;10;32;34
01/04/2016;11;37;34
01/04/2016;12;31;47
01/04/2016;13;20;65
01/04/2016;14;22;66
01/04/2016;15;25;66
01/04/2016;16;26;66
01/04/2016;17;27;66
01/04/2016;18;37;49
01/04/2016;19;33;46
01/04/2016;20;43;33
01/04/2016;21;43;29
01/04/2016;22;46;24
01/04/2016;23;42;28
01/04/2016;24;55;16
02/04/2016;1;65;8
02/04/2016;2;58;10
02/04/2016;3;54;10
02/04/2016;4;48;14
02/04/2016;5;63;3
02/04/2016;6;62;5
02/04/2016;7;64;4
02/04/2016;8;60;7
02/04/2016;9;61;10
02/04/2016;10;32;39
02/04/2016;11;21;45
02/04/2016;12;20;42
02/04/2016;13;18;42
02/04/2016;14;23;30
02/04/2016;15;22;25
02/04/2016;16;26;18
02/04/2016;17;26;14
02/04/2016;18;29;10
02/04/2016;19;32;6
02/04/2016;20;34;6
02/04/2016;21;32;7
02/04/2016;22;35;5
02/04/2016;23;35;6
02/04/2016;24;42;5
03/04/2016;1;45;4
03/04/2016;2;41;4
03/04/2016;3;34;11
03/04/2016;4;29;15
03/04/2016;5;28;16
03/04/2016;6;31;15
03/04/2016;7;33;14
03/04/2016;8;28;26
03/04/2016;9;21;40
03/04/2016;10;13;58
03/04/2016;11;11;68
03/04/2016;12;10;76
03/04/2016;13;9;85
03/04/2016;14;10;88
03/04/2016;15;13;91
03/04/2016;16;16;87
03/04/2016;17;25;76
03/04/2016;18;52;49
03/04/2016;19;45;42
03/04/2016;20;18;70
03/04/2016;21;13;79
03/04/2016;22;16;71
03/04/2016;23;19;57
03/04/2016;24;12;69
04/04/2016;1;7;78
04/04/2016;2;12;71
04/04/2016;3;16;72
04/04/2016;4;31;55
04/04/2016;5;45;38
04/04/2016;6;48;34
04/04/2016;7;50;29
04/04/2016;8;40;38
04/04/2016;9;32;48
04/04/2016;10;26;59
04/04/2016;11;18;71
04/04/2016;12;17;77
04/04/2016;13;16;80
04/04/2016;14;17;81
04/04/2016;15;18;81
04/04/2016;16;20;79
04/04/2016;17;19;79
04/04/2016;18;28;70
04/04/2016;19;33;63
04/04/2016;20;37;51
04/04/2016;21;31;54
04/04/2016;22;29;54
04/04/2016;23;22;54
04/04/2016;24;30;40
05/04/2016;1;24;40
05/04/2016;2;29;29
05/04/2016;3;31;31
05/04/2016;4;53;9
05/04/2016;5;61;5
05/04/2016;6;53;12
05/04/2016;7;61;12
05/04/2016;8;63;16
05/04/2016;9;54;25
05/04/2016;10;41;41
05/04/2016;11;26;62
05/04/2016;12;19;75
05/04/2016;13;18;75
05/04/2016;14;18;74
05/04/2016;15;19;69
05/04/2016;16;16;76
05/04/2016;17;20;75
05/04/2016;18;23;75
05/04/2016;19;20;75
05/04/2016;20;20;71
05/04/2016;21;18;73
05/04/2016;22;29;57
05/04/2016;23;25;61
05/04/2016;24;29;52
06/04/2016;1;19;61
06/04/2016;2;14;65
06/04/2016;3;12;66
06/04/2016;4;12;68
06/04/2016;5;23;57
06/04/2016;6;42;40
06/04/2016;7;58;25
06/04/2016;8;34;47
06/04/2016;9;23;59
06/04/2016;10;16;70
06/04/2016;11;13;74
06/04/2016;12;13;76
06/04/2016;13;13;73
06/04/2016;14;17;69
06/04/2016;15;20;63
06/04/2016;16;25;54
06/04/2016;17;24;55
06/04/2016;18;27;55
06/04/2016;19;31;56
06/04/2016;20;34;47
06/04/2016;21;21;61
06/04/2016;22;18;65
06/04/2016;23;11;79
06/04/2016;24;9;78
07/04/2016;1;7;79
07/04/2016;2;7;77
07/04/2016;3;9;75
07/04/2016;4;13;70
07/04/2016;5;26;55
07/04/2016;6;41;40
07/04/2016;7;41;40
07/04/2016;8;30;49
07/04/2016;9;24;54
07/04/2016;10;15;63
07/04/2016;11;14;65
07/04/2016;12;16;63
07/04/2016;13;21;58
07/04/2016;14;18;62
07/04/2016;15;23;56
07/04/2016;16;29;52
07/04/2016;17;33;48
07/04/2016;18;32;46
07/04/2016;19;26;52
07/04/2016;20;31;43
07/04/2016;21;28;43
07/04/2016;22;29;39
07/04/2016;23;21;46
07/04/2016;24;17;51
08/04/2016;1;17;46
08/04/2016;2;12;49
08/04/2016;3;11;48
08/04/2016;4;10;47
08/04/2016;5;20;37
08/04/2016;6;38;20
08/04/2016;7;44;16
08/04/2016;8;41;21
08/04/2016;9;29;39
08/04/2016;10;28;44
08/04/2016;11;27;46
08/04/2016;12;17;65
08/04/2016;13;34;48
08/04/2016;14;30;50
08/04/2016;15;22;61
08/04/2016;16;30;58
08/04/2016;17;29;58
08/04/2016;18;33;50
08/04/2016;19;47;37
08/04/2016;20;61;22
08/04/2016;21;73;10
08/04/2016;22;69;13
08/04/2016;23;79;5
08/04/2016;24;72;6
09/04/2016;1;67;7
09/04/2016;2;67;3
09/04/2016;3;61;3
09/04/2016;4;62;4
09/04/2016;5;65;3
09/04/2016;6;67;4
09/04/2016;7;68;7
09/04/2016;8;52;19
09/04/2016;9;36;41
09/04/2016;10;18;64
09/04/2016;11;17;67
09/04/2016;12;17;74
09/04/2016;13;20;73
09/04/2016;14;18;74
09/04/2016;15;21;70
09/04/2016;16;27;57
09/04/2016;17;31;49
09/04/2016;18;44;38
09/04/2016;19;38;38
09/04/2016;20;25;49
09/04/2016;21;19;55
09/04/2016;22;24;48
09/04/2016;23;27;45
09/04/2016;24;39;39
10/04/2016;1;67;8
10/04/2016;2;62;5
10/04/2016;3;64;3
